doc_id,interventions,doc
25931290,"['Sensory Adapted Dental Environments', 'sensory adapted dental environment ( SADE', 'regular dental environment ( RDE', 'SADE', 'RDE']","Sensory Adapted Dental Environments to Enhance Oral Care for Children with Autism Spectrum Disorders: A Randomized Controlled Pilot Study.

This pilot and feasibility study examined the impact of a sensory adapted dental environment (SADE) to reduce distress, sensory discomfort, and perception of pain during oral prophylaxis for children with autism spectrum disorder (ASD). Participants were 44 children ages 6-12 (n = 22 typical, n = 22 ASD). In an experimental crossover design, each participant underwent two professional dental cleanings, one in a regular dental environment (RDE) and one in a SADE, administered in a randomized and counterbalanced order 3-4 months apart. Outcomes included measures of physiological anxiety, behavioral distress, pain intensity, and sensory discomfort. Both groups exhibited decreased physiological anxiety and reported lower pain and sensory discomfort in the SADE condition compared to RDE, indicating a beneficial effect of the SADE.

"
25950425,"['pregabalin', 'lidocaine', 'placebo', 'normal saline infusion', 'mg oral pregabalin and normal saline infusion', '150 & nbsp ; mg oral pregabalin and lidocaine', 'Preoperative oral pregabalin', 'intravenous', 'preoperative pregabalin', 'or without']","The effects of preoperative oral pregabalin and perioperative intravenous lidocaine infusion on postoperative morphine requirement in patients undergoing laparatomy.

OBJECTIVES To evaluate and compare the effects of preoperative oral pregabalin and perioperative intravenous lidocaine infusion on postoperative morphine requirement, adverse effects, patients' satisfaction, mobilization, time to first defecation and time to discharge in patients undergoing laparotomy.
METHODS Eighty patients (18 to 65 years of age) undergoing elective laparotomy were randomly divided into four groups (n=20 in each group): group C, placebo capsules and normal saline infusion perioperatively (control); group L, placebo capsules and lidocaine 1 mg⁄kg intravenous bolus dose followed by 2 mg⁄kg⁄h infusion until skin closure; group P, 150 mg oral pregabalin and normal saline infusion perioperatively; and group PL, 150&nbsp;mg oral pregabalin and lidocaine 2 mg⁄kg⁄h infusion until skin closure. Hemodynamic parameters, visual analogue scale (VAS) scores, analgesic consumption, side effects, time to mobilization, time to first defecation, time to discharge and patients' satisfaction were recorded.
RESULTS VAS scores of group L, group P and group PL were lower than group C (P<0.05). Morphine consumption of group P and group PL was lower than group C (P<0.05). Incidence of nausea in group C was higher than group L and group PL. Time to first defecation and mobilization were shorter in group L and group PL compared with group C (P<0.05).
CONCLUSION Preoperative oral pregabalin and perioperative intravenous lidocaine infusion decreased postoperative VAS scores. Preoperative oral pregabalin decreased morphine requirement and perioperative intravenous lidocaine infusion hastened gastrointestinal motility and mobilization, and decreased the incidence of nausea in patients undergoing laparotomy. Therefore, preoperative pregabalin with or without lidocaine provides superior pain relief in patients undergoing laparatomy.

"
26210844,"['Interactive Screening Test', 'Rapid Interactive Screening Test', 'RITA-T']","A New Interactive Screening Test for Autism Spectrum Disorders in Toddlers.

OBJECTIVE To develop a clinically valid interactive level 2 screening assessment for autism spectrum disorders (ASD) in toddlers that is brief, easily administered, and scored by clinicians.
STUDY DESIGN We describe the development, training, standardization, and validation of the Rapid Interactive Screening Test for Autism in Toddlers (RITA-T) with ASD-specific diagnostic instruments. The RITA-T can be administered and scored in 10 minutes. We studied the validity of the RITA-T to distinguish between toddlers with ASD from toddlers with developmental delay (DD)/non-ASD in an early childhood clinic. We also evaluated the test's performance in toddlers with no developmental concerns. We identified a cutoff score based on sensitivity, specificity, and positive predictive value of the RITA-T that best differentiates between ASD and DD/non-ASD.
RESULTS A total of 61 toddlers were enrolled. RITA-T scores were correlated with ASD-specific diagnostic tools (r = 0.79; P < .01) and ASD clinical diagnoses (r = 0.77; P < .01). Mean scores were significantly different in subjects with ASD, those with DD/non-ASD, and those with no developmental concerns (20.8 vs 13 vs 10.6, respectively; P < .0001). At a cutoff score of >14 , the RITA-T had a sensitivity of 1.00, specificity of 0.84, and positive predictive value of 0.88 for identifying ASD risk in a high-risk group.
CONCLUSION The RITA-T is a promising new level 2 interactive screening tool for improving the early identification of ASD in toddlers in general pediatric and early intervention settings and allowing access to treatment.

"
26278470,"['Inference-Based Approach', 'Cognitive Behavioral Therapy', 'inference-based approach ( IBA', 'cognitive behavior therapy ( CBT', 'CBT', 'IBA']","Inference-Based Approach versus Cognitive Behavioral Therapy in the Treatment of Obsessive-Compulsive Disorder with Poor Insight: A 24-Session Randomized Controlled Trial.

OBJECTIVE Obsessive-compulsive disorder (OCD) with poor insight has severe consequences for patients; nonetheless, no randomized controlled trial has ever been performed to evaluate the effectiveness of any treatment specifically for poor-insight OCD. A new psychotherapy for OCD, the inference-based approach (IBA), targets insight in OCD by strengthening normal sensory-driven reality testing. The goal of the present study is to compare the effectiveness of this new treatment to the effectiveness of cognitive behavior therapy (CBT) for patients with OCD with poor insight.
METHOD A randomized controlled trial was conducted, in which 90 patients with OCD with poor insight received either 24 CBT sessions or 24 IBA sessions. The primary outcome measure was the Yale-Brown Obsessive Compulsive Scale (YBOCS). Secondary outcome measures were level of insight, anxiety and depressive symptoms, and quality of life. Mixed-effects models were used to determine the treatment effect.
RESULTS In both conditions, a significant OCD symptom reduction was reached, but no condition effects were established. Post hoc, in a small subgroup of patients with the worst insight (n = 23), it was found that the patients treated with the IBA reached a significantly higher OCD symptom reduction than the patients treated with CBT [estimated marginal mean = -7.77, t(219.45) = -2.4, p = 0.017].
CONCLUSION Patients with OCD with poor insight improve significantly after psychological treatment. The results of this study suggest that both CBT and the IBA are effective treatments for OCD with poor insight. The IBA might be more promising than CBT for patients with more extreme poor insight.

"
2678230,"['ionic', 'nonionic x-ray contrast', 'Amidotrizoate', 'Iopromide', 'dipyridamole']","[The effect of ionic and nonionic x-ray contrast media on myocardial perfusion and myocardial function].

The influence of injections of Amidotrizoate and Iopromide into the left coronary artery on global myocardial perfusion and function (pressures in the left ventricle, heart rate) as well as excitation formation and transmission was studied in 16 patients with ischaemic heart disease. No statistically significant differences in myocardial perfusion measured were found with xenon-133 in this small group between rest and dipyridamole load for ionic and non-ionic contrast media.

"
2803397,"['halothane', 'lidocaine', 'ornipressin', 'fentanyl', 'epinephrine', 'prilocaine']","[The sympatho-adrenergic stress reaction in ear surgery using various anesthesia technics].

The aim of the present study was to investigate the effects of various anaesthetic procedures on the endocrine stress responses during ear microsurgical operations. Simple mastoidectomies, radical mastoidectomies and tympano plastics were carried out in 49 patients under the following randomised anaesthetic procedures: Group 1 halothane anaesthesia and retroauricular infiltration anaesthesia with lidocaine and ornipressin (n = 14), Group 2 fentanyl anaesthesia and retroauricular anaesthesia with lidocaine and ornipressin (n = 10), Group 3 fentanyl anaesthesia and retroauricular infiltration anaesthesia with lidocaine and epinephrine (n = 14), and Group 4 retroauricular infiltration anaesthesia with prilocaine and epinephrine (n = 14). The plasma levels of epinephrine, norepinephrine, glucose, lactate and free glycerol were measured in addition to mean arterial pressure (MAP) and heart rate (HR) immediately before anaesthesia, 10 minutes after skin incision, 10 minutes after having started bone drilling, at the end of the operation and 3 hours after operation. All data were subjected to covariance analysis including the age factor. Plasma catecholamine concentrations remained within the normal range during the investigation in patients subjected to general anaesthesia (Groups 1-3). Plasma catecholamines (epinephrine and norepinephrine) increased significantly in Group 4 (retroauricular infiltration anaesthesia). There were no group variabilities with regard to MAP and HR. The plasma levels of epinephrine and norepinephrine demonstrate a direct response to stress followed by a secondary change in glucose, lactate and free glycerol. The beneficial effect of general anaesthesia is documented by normal plasma levels of epinephrine and norepinephrine throughout the operation.(ABSTRACT TRUNCATED AT 250 WORDS)

"
2908133,"['ketazolam', 'placebo']","Low doses of ketazolam in anxiety: a double-blind, placebo-controlled study.

A multicenter, double-blind, between-patient trial comparing two doses of ketazolam (15 and 30 mg) with placebo, each given once daily, in the evening, to 92 outpatients affected by generalized anxiety disorders for at least 1 month, was carried out. After 1-week washout period 47 patients were randomized to ketazolam 15 mg, and 45 to placebo for 15 days (first period). At the end of this period, if the patient experienced a decrease on the total Hamilton Anxiety Rating Scale (HAM-A) of at least 25% of basal value, the treatment was kept unchanged for a further 15 days, otherwise 15 mg of ketazolam were added to the previous treatment (second period). Anxiety was rated after 2 and 4 weeks with the Italian HAM-A scale and with a 4-point scale (patient's assessment). Seventy-eight patients completed the first period and 75 the whole study. During the first period the percentage of responders was almost identical in both treatment groups, but during the second period a further slight improvement was observed in the early placebo responders, while the HAM-A score of patients on ketazolam continued to improve significantly (p less than 0.01) throughout the study. Likewise a significant (p less than 0.001) difference between treatments was observed, on the 4-point scale, in the population as a whole (end of first period) as well as in responder patients (end second period). Tolerability was good, except in 1 patient on placebo, who was withdrawn from the study because of severe headache.

"
3067745,"['Levobunolol', 'timolol']","Levobunolol compared with timolol: a four-year study.

Fifty-one patients with raised intraocular pressure (IOP) were treated for up to four years with one of three ophthalmic solutions: 0.5% levobunolol, 1% levobunolol, or 0.5% timolol. The study was conducted as a double-masked, randomised trial in which medications were administered twice daily to both eyes. Levobunolol and timolol were equally effective in reducing overall mean IOP; reductions were greater than 8.8 mmHg in all three treatment groups. The study showed levobunolol to be as safe and effective as timolol in the long-term control of raised IOP.

"
3074300,"['angiotensin-converting enzyme inhibitors', 'captopril', 'placebo-controlled', 'placebo/wash-out', 'ACE inhibitors']","Role of angiotensin-converting enzyme inhibitors in early antihypertensive treatment in non-insulin dependent diabetes mellitus.

The effect of captopril monotherapy on blood pressure and metabolism was investigated in a placebo-controlled study in 30 non-insulin dependent (Type II) diabetic subjects during a 3-week observation period (run-in/drug; placebo/wash-out) on a metabolic ward. Captopril significantly reduced both systolic and diastolic blood pressure (154/90 +/- 5/2 vs. 144/86 +/- 4/3 mmHg) without major side effects. Mean run-in postprandial blood glucose concentrations were also reduced upon ACE-inhibition (9 a.m.: 12.7 +/- 0.4 vs. 11.1 +/- 0.4 mmol/l; 1 p.m.: 11.0 +/- 0.3 vs. 8.9 +/- 0.3 mmol/l; P less than 0.05), while blood kinin concentrations (40.0 +/- 2.5 pmol/l) were approximately doubled (108.8 +/- 23.5 pmol/l; P less than 0.05). Body mass index, fasting plasma insulin, serum electrolyte pattern, uric acid, white blood count, lipid profile as well as hepatic and renal function parameters remained unaltered throughout the observation period. The data are in line with recent experimental studies showing a beneficial metabolic effect of captopril in Type II diabetes. ACE inhibitors might therefore become first-line drugs in early antihypertensive intervention in Type II diabetic patients.

"
3081600,"['doxepin', 'bupropion', 'placebo', 'bupropion . Doxepin']","Double-blind comparison of doxepin versus bupropion in outpatients with a major depressive disorder.

A double-blind controlled study comparing the effects of bupropion to doxepin in outpatients with primary depression was conducted to evaluate efficacy and safety differences between the two drugs. Following a 7-day placebo washout period, patients could be treated for up to 13 weeks on either treatment. Antidepressant response was assessed by the Hamilton Depression and Anxiety Scales, Clinical Global Severity and Improvement Ratings, and the Zung Self-Rating Depression Scale. Comparable efficacy between the compounds was found across the 13-week study. Doxepin differed from bupropion mainly on the sleep factor of the Hamilton Depression Scale, with doxepin improving sleep to a greater extent than bupropion. Doxepin produced a greater incidence of anticholinergic side effects, including dry mouth, constipation, sleepiness, and tiredness, in comparison to bupropion. Also, increased appetite and weight gain were consistent side effects of doxepin relative to bupropion.

"
3534803,"['dihydroergotamine ( DHE', 'heparin', 'DHE', 'placebo', 'DHE/Hep']","Review of the Multicenter Trial Committee report: a prospective, randomized study on the prophylaxis of postoperative deep venous thrombosis.

The etiology of postoperative deep venous thrombosis (DVT) is thought to be due to a combination of factors including stasis, a hypercoagulable state and venous endothelial damage. Methods of prophylaxis are directed toward correcting one or more of these pathologic events. Methods counteracting more than one of these factors can be expected to be even more effective. The combination of dihydroergotamine (DHE) and heparin was anticipated to minimize stasis and the hypercoagulable state respectively. Based upon current experimental evidence and current theory, an additional benefit might include minimizing venous endothelial injury by controlling venomotor tone. A prospective, randomized, double-blind, multicenter trial was designed and performed in the United States evaluating the prophylactic efficacy of DHE 0.5 mg plus heparin 5000 U, DHE 0.5 mg plus heparin 2500 U, heparin 5000 U, and DHE 0.5 mg versus placebo. General surgical patients including those undergoing noncardiac thoracic and pelvic operations who were identified at moderate to high risk for postop DVT were included. Study medications were injected subcutaneously two hours preoperatively and every 12 hours postoperatively for 5-7 days or until the 125I-fibrinogen-uptake test (RFUT) became positive. Eight hundred and eighty eight patients were entered into this trial and 744 (85%) completed the study. Results showed a statistically significant benefit from DHE/Hep 5000 compared to placebo (p less than 0.01) and compared to other active agents (p less than 0.05). None of the other active agents showed a statistically significant prophylactic benefit.(ABSTRACT TRUNCATED AT 250 WORDS)

"
361799,"['chemotherapy', 'vincristine', 'cyclophosphamide', '5-fluoro-uracil', 'doxorubicine', 'methotrexate']","[The chemotherapy of advanced breast cancer. A report on the first 600 cases in a cooperative programme to carry out a systematic study (1974-1977) (author's transl)].

The authors explain the objectives and the structure of a programme evolved for the methodic study of advanced breast cancers which they have worked out and carried out in cooperation with the departments of medicine in eight French anticancer centres. They analyse the initial phases, which correspond to the three first years of work. They give the state of the results that have been obtained in 603 patients using three protocols for treatment. These consisted of the administration in interrupted doses of chemotherapy which consisted of vincristine associated for the one part with cyclophosphamide and 5-fluoro-uracil and on the other hand with doxorubicine or/and with methotrexate. From this study there emerged the value of combined therapy using doxorubicine as much because of the frequency with which results better than 50% were obtained (in a randomised trial) as by their quality, which was made clear in an important series of 240 cases. They point out the conditions required to initiate the place of such a scheme in all complex therapy which aims as much at palliation as at cure, and point out how important it is to be methodical in the application of chemotherapy in order to ensure its development as an anticancer therapy.

"
384815,"['levamisole', 'placebo', 'placebo-treated']","Ascaris and growth rates: a randomized trial of treatment.

Three hundred forty-one Tanzanian preschool children were randomly assigned to levamisole or placebo treatment given at three-month intervals. Weights and heights were measured at the tri-monthly treatment visits for a period of one year. Among the 273 children who were seen and weighed at the one-year follow-up visit, the rate of weight gain was 8 per cent greater for those receiving levamisole than for placebo-treated controls (p = .06). In 78 children known to be infected with Ascaris at baseline, the rate of weight gain was 21 per cent greater in children treated with levamisole than in those receiving placebo (p = .03). The rate of height gain was no different for treatment and placebo groups.

"
3919804,"['insulin infusion', 'insulin injections', 'insulin treatment']","Rapid tightening of blood glucose control leads to transient deterioration of retinopathy in insulin dependent diabetes mellitus: the Oslo study.

In a study of retinopathy during one year of tight blood glucose control 45 type I (insulin dependent) diabetics without proliferative retinopathy were randomised to receive either continuous subcutaneous insulin infusion, multiple insulin injections, or conventional insulin treatment (controls). Near normoglycaemia was achieved with continuous infusion and multiple injections but not with conventional treatment. Blind evaluation of fluorescein angiograms performed three monthly showed progression of retinopathy in the control group, transient deterioration in the continuous infusion group, and no change in the multiple injection group. Half the patients receiving continuous infusion and multiple injections developed retinal cotton wool spots after three to six months. These changes regressed in all but four patients after 12 months. Control patients did not develop cotton wool spots. Patients who developed cotton wool spots are characterised by a larger decrement in glycosylated haemoglobin and blood glucose values, more frequent episodes of hypoglycaemia, a longer duration of diabetes, and more severe retinopathy at onset. A large and rapid fall in blood glucose concentration may promote transient deterioration of diabetic retinopathy.

"
4919024,"['amantadine', 'placebo']","Protection of man from natural infection with influenza A2 Hong Kong virus by amantadine: a controlled field trial.

Prophylactic administration of amantadine in doses of 100 mg. twice a day offered statistically significant protection against influenza A2 infection in a double-blind field trial involving 391 medical student volunteers during the influenza A2 Hong Kong epidemic in Helsinki in the winter of 1969. Serologically verified influenza, as measured by complement fixation and/or haemagglutination inhibition, occurred in 27 out of 192 students in the amantadine group against 57 out of 199 in the placebo group, giving a protection rate of 52%.

"
6418441,"['sodium cromoglycate', 'placebo']","The treatment of asthma in adults using sodium cromoglycate pressurized aerosol: a double-blind controlled trial.

Sodium cromoglycate formulated as a pressurized aerosol (2 mg 4-times daily) and placebo were compared in 31 adult asthmatic patients in a double-blind crossover trial lasting 12 weeks. Sodium cromoglycate was superior to placebo in improving breathlessness at rest (p less than 0.001), breathlessness on exertion (p less than 0.05) and the quality of sleep (p less than 0.001), and also in improving the morning peak expiratory flow rate value (p less than 0.05). Both the patients' (p less than 0.05) and the clinicians' (p less than 0.01) treatment opinions, and their treatment preferences (p less than 0.05), favoured sodium cromoglycate. Moreover, usage of bronchodilators (theophylline and aerosol beta-stimulants combined) declined significantly (p less than 0.001) during sodium cromoglycate treatment compared to placebo. No side-effects were reported. The results of this study show that sodium cromoglycate delivered by pressurized aerosol was significantly superior to placebo, not only in improving asthmatic symptoms, but also in reducing the amount of concomitant bronchodilator therapy required.

"
6421395,"['mild physical exercise', 'physical exercise', 'regular physical exercise', 'regular exercise', 'mild regular physical exercise']","Effects of mild physical exercise on serum lipoproteins and metabolites of arachidonic acid: a controlled randomised trial in middle aged men.

To study the effects of physical exercise on biochemical risk factors for ischaemic heart disease 31 healthy middle aged men undertook regular physical exercise for two months and 29 served as controls in a randomised trial. In the men taking regular exercise serum cholesterol concentrations increased 26% more in the high density lipoprotein subfraction two (HDL2) and decreased 31% more in the subfraction three (HDL3) and 9% more in the low density lipoprotein fraction than in the control group. A tendency towards increased plasma 6-keto-prostaglandin F1 alpha concentration and decreased serum thromboxane B2 concentration was found during the period of regular exercise, but prostaglandin E2 concentrations remained unchanged. The increase in plasma 6-keto-prostaglandin F1 alpha concentration was associated with an increase in serum HDL2 cholesterol concentration in the group taking regular exercise. Our data suggest that mild regular physical exercise favourably influences cholesterol distribution in serum lipoproteins in healthy middle aged men and may have beneficial effects on circulating metabolites of arachidonic acid.

"
6920252,"['dexamethasone', 'glucocorticoid', 'saline', 'dexamethasone-treated']","Experimental hyaline membrane disease in the premature monkey: effects of antenatal dexamethasone.

A blind, randomized trial of antenatal glucocorticoid treatment was conducted using the premature monkey (Macaca nemestrina) model of hyaline membrane disease (HMD). Twelve dams received dexamethasone (2 mg/dose) 72, 48, and 24 h before abdominal delivery at 135 +/- 1 days of gestation. Twelve control animals received saline. Infants of dexamethasone-treated dams had significantly lower incidence and severity of HMD than did infants of control animals (50 versus 92%, p less than 0.05). Improvement with treatment was markedly greater for males than for females. Differences in volume-pressure behavior of the excised lungs included greater distensibility in the infants from dexamethasone-treated dams (20.6 +/- 7.1 ml/g dry lung versus 14.7 +/- 6.1, p less than 0.05) and enhanced deflation stability with treatment. Accelerated production of surface active material (SAM) phospholipids in infants from dexamethasone-treated dams was indicated by increases in total lung phospholipid (84.5 +/- 8.1 mg/g dry lung versus 75.1 +/- 9.9, p less than 0.025), alveolar lavage fluid phospholipid (5.65 +/- 3.33 mg/g dry lung versus 3.01 +/- 1.84, p less than 0.05), and alveolar lavage fluid disaturated phosphatidylcholine (DPC) (2.47 +/- 1.84 mg/g dry lung versus 1.06 +/- 1.05, p less than 0.05). Incorporation of 14C-palmitate into lung lipid was not influenced by dexamethasone, but a significantly greater portion of the label appeared in the DPC fraction with treatment. Antenatal dexamethasone treatment was successful in reducing the incidence and severity of experimental HMD in this animal model; the beneficial effects of treatment were associated with accelerated maturation of fetal pulmonary functions, including, but not limited to, synthetic metabolism of SAM phospholipid.

"
6938020,"['Stilboestrol', 'Cyproterone acetate', 'Medroxyprogesterone acetate', 'Estracyt', 'Adriamycin', 'Procarbazine']","EORTC protocols in prostatic cancer. An interim report.

Two parallel prospective randomized studies have been undertaken by the EORTC Urological Group in previously untreated patients with prostatic cancer in order to compare low dose Stilboestrol versus Cyproterone acetate versus Medroxyprogesterone acetate in the first trial, and Stilboestrol versus Estracyt in the second trial. Although the follow up is still short, no superiority of the other drugs over Stilboestrol had appeared so far with regard to either objective response or significant side effects apart from gynaecomastia. In the third trial, patients with advanced disease no longer responsive to hormonal treatment were randomized to either Adriamycin or Procarbazine. Toxicity and early death were particularly frequent in Procarbazine treated patients, whereas most patients progressed in both treatment groups.

"
6951573,"['psychiatric hospital', 'community treatment', 'standard hospital care and follow-up', 'taken back to the community', 'follow-up treatment']","A controlled study of psychiatric hospital versus community treatment - the effect on relatives.

One hundred and twenty patients presenting at Macquarie Hospital for admission were randomly allocated into two groups. The control group patients received standard hospital care and follow-up. The project group patients were not admitted if this could be avoided; instead they were taken back to the community by the project team who provided them and their relatives with comprehensive, assertive and prolonged follow-up treatment backed by a 24-hour crisis service. The majority (63%) of the project group had no admission during the 10 month study period. Initially, the burden on the relatives of the project group was higher, but by one month it was somewhat lower and by four months it was significantly lower than the burden on the control group relatives. Relatives of the project group patients were significantly more satisfied with the treatment than control group relatives. It is clearly feasible to treat most psychiatric patients in the community without increasing the burden on their relatives.

"
6989377,"['diet , clofibrate', 'niceritrol', 'clofibrate', 'dietary treatment', 'diet']","Changes in the fatty acid composition of the plasma lipid esters during lipid-lowering treatment with diet, clofibrate and niceritrol. Reduction of the proportion of linoleate by clofibrate but not by niceritrol.

The fatty acid composition of the plasma lipid esters has been studied during lipid-lowering treatment of 95 patients with atherosclerotic disease. During the first two months of the trial only a diet was prescribed. During the ensuing two months either clofibrate or niceritrol, a nicotinic acid ester, was added in a randomized order. During the last two months the second drug was added. The combined treatment with diet, clofibrate and niceritrol caused highly significant serum lipid reductions. The fatty acid composition in the plasma lipid esters was determined in samples from each trial period to measure the degree of dietary adherence. During dietary treatment the relative content of saturated and monounsaturated fatty acids secreased and the polyunsaturated fatty acids increased with an increasing ratio between pulyunsaturated and saturated fatty acids (P/S ratio) in the cholesterol esters and triglycerides. Only minor changes were seen in the phospholipids. The changes caused by the diet were partly reversed by clofibrate while niceritrol did not cause any major changes of the fatty acid composition. Clofibrate treatment coincided with increasing amounts of monounsaturated fatty acids, especially oleate (18 : 1), in the cholesterol esters, triglycerides and phospholipids while there were significant reductions of the content of linoleic (18 : 2) acid in both the cholesterol esters and triglycerides. The 18 : 2/18 : 1 ratio decreased significantly in all the lipid esters analyzed. However, the P/S ratio was not significantly affected, partly because the relative content of saturated fatty acids also tended to decrease during clofibrate treatment. It is concluded that addition of clofibrate treatment to patients who are on a diet enriched with polyunsaturated fats is associated with a change from polyunsaturated to monounsaturated fatty acids in the plasma lipid esters but does not significantly effect the ratio between polyunsaturated and saturated fatty acids. The fatty acid changes caused by clofibrate treatment and counteracted by an increased amount of polyunsaturated fat in the diet.

"
7598243,"['ondansetron , droperidol , perphenazine', 'metoclopramide', 'ondansetron', 'droperidol', 'perphenazine', 'placebo', 'ondansetron , droperidol']","The efficacy of prophylactic ondansetron, droperidol, perphenazine, and metoclopramide in the prevention of nausea and vomiting after major gynecologic surgery.

The prophylactic antiemetic efficacy of intravenous (i.v.) ondansetron, droperidol, perphenazine, and metoclopramide was evaluated in a prospective, double-blind study of 360 ASA physical status I-III patients undergoing total abdominal hysterectomy (TAH). Subjects were randomized to receive i.v., one of ondansetron 4 mg, droperidol 1.25 mg, perphenazine 5 mg, metoclopramide 10 mg, or placebo prior to induction of anesthesia. Hypotension immediately after administration of metoclopramide was observed in two patients and four patients given ondansetron developed profound systolic hypotension at induction of anesthesia. Twenty-two percent of patients receiving droperidol became sedated. Postoperatively, patients developing severe nausea, retching, or vomiting, defined as severe emetic sequelae (SES), were deemed to have failed antiemetic prophylaxis and received antiemetic rescue. A significantly larger number of patients who received i.v. ondansetron (63%), droperidol (76%), and perphenazine (70%) were free of SES when compared to placebo (43%); P < 0.05. Metoclopramide was ineffective. Although ondansetron, droperidol, and perphenazine were effective in providing antiemetic prophylaxis, only i.v. perphenazine was free of side effects. Hence, we conclude that perphenazine is the best choice for antiemetic prophylaxis after TAH.

"
7707420,"['individualized breast cancer risk counseling', 'counseling', 'general health counseling ( control )', 'risk counseling', 'risk-counseling programs']","Effects of individualized breast cancer risk counseling: a randomized trial.

BACKGROUND Studies have shown that a majority of women with a family history of breast cancer have exaggerated perceptions of their own risk of this disease and experience excessive anxiety. In response to the need to communicate more accurate risk information to these women, specialized programs for breast cancer risk counseling have been initiated in medical centers across the United States.
PURPOSE Our purpose was 1) to evaluate the impact of a standardized protocol for individualized breast cancer risk counseling on comprehension of personal risk among first-degree relatives of index breast cancer patients and 2) to identify women most and least likely to benefit from such counseling.
METHODS This study is a prospective randomized trial comparing individualized breast cancer risk counseling to general health counseling (control). We studied 200 women aged 35 years and older who had a family history of breast cancer in a first-degree relative. Women with a personal history of cancer were excluded. Risk comprehension was assessed as the concordance between perceived ""subjective"" lifetime breast cancer risk and estimated ""objective"" lifetime risk.
RESULTS The results of logistic regression analysis showed that women who received risk counseling were significantly more likely to improve their risk comprehension, compared with women in the control condition (odds ratio [OR] = 3.5; 95% confidence interval [CI] = 1.3-9.5; P = .01). However, in both groups, about two thirds of women continued to overestimate their lifetime risks substantially following counseling. Examination of subjects by treatment interaction effects indicated that risk counseling did not produce improved comprehension among the large proportion of women who had high levels of anxious preoccupation with breast cancer at base line (P = .02). In addition, white women were less likely to benefit than African-American women (OR = 0.34; 95% CI = 0.11-0.99; P = .05).
CONCLUSION Efforts to counsel women about their breast cancer risks are not likely to be effective unless their breast cancer anxieties are also addressed.
IMPLICATIONS Attention to the psychological aspects of breast cancer risk will be critical in the development of risk-counseling programs that incorporate testing for the recently cloned breast cancer susceptibility gene, BRCA1 (and BRCA2 when that gene has also been cloned).

"
7808649,"['placebo-controlled', 'ketorolac tromethamine', 'placebo', 'ketorolac']","[Double-blind placebo-controlled study of the effectiveness and tolerability of 10 and 30 mg ketorolac tromethamine suppositories in post-cholecystectomy pain].

OBJECTIVE To evaluate the efficacy and tolerability of ketorolac tromethamine 10 mg and 30 mg suppositories in comparison to placebo, after single dose administration in patients suffering from post-operative pain after cholecystectomy.
DESIGN Double-blind, randomized, controlled study.
SETTING Anaesthesia Service.
PATIENTS 99 patients with severe pain following surgery.
INTERVENTIONS Cholecystectomy.
MEASUREMENTS AND MAIN RESULTS The analgesia activity of ketorolac tromethamine 10 mg and 30 mg suppositories were evaluated after single dose administration by assessing pain intensity and pain relief using a 4 point scale (VRS). At the end of the treatment period overall assessment of safety and efficacy were recorded by physician and patient. The results show that in both active groups after 30' and until 4 hours, pain intensity decreased significantly with respect to the baseline. However a statistically significant difference between groups of p < 0.02, p < 0.01 and p < 0.05 was found in favour of the 30 mg dose respectively at 30', 6 and 8 hours after administration. All the patients treated with placebo suppositories required another rescue analgesic drug and withdrew from the trial. Three patients complained adverse events not related to treatment: two on placebo and one on ketorolac 10 mg. The systemic and local tolerability of the drug was good.
CONCLUSIONS This study shows that ketorolac 30 mg suppositories are effective in clinical conditions, such as after surgery, in which pain control must be achieved within the shortest time interval and maintained or improved by means of a single route of administration.

"
7814711,"['oxytetracycline', 'cephapirin benzathine', 'cephapirin']","Efficacy of intramuscular oxytetracycline as a dry cow treatment for Staphylococcus aureus mastitis.

To determine the efficacy of intramuscular oxytetracycline as a supplemental dry cow treatment for Staphylococcus aureus mastitis, 37 Holstein cows were randomly assigned to two treatment groups: intracisternal infusion with a commercial preparation of cephapirin benzathine at drying off (20 cows) and infusion with cephapirin benzathine at drying off and intramuscular oxytetracycline at 11 mg/kg once daily on d 7, 8, 9, and 10 after drying off (17 cows). Milk samples collected 7, 14, 30, and 60 d after calving were plated for bacterial isolation within 24 h after collection and after 24 to 72 h of storage at -20 degrees C. Quarters were defined as infected if S. aureus was isolated from the fresh and frozen cultures from any one sample collected before drying off. An infected quarter was defined as cured if S. aureus was not isolated from the fresh or frozen culture from milk samples obtained following calving. The rate of cure by 30 d after calving for systemic oxytetracycline (in combination with cephapirin treatment) was 29.4% for infected quarters and 29.4% for infected cows, compared with 27.5 and 25.0%, respectively, for the cephapirin treatment only. Results including the culture at 60 d after calving were 21.2 and 22.5%, respectively, for combination therapy and cephapirin therapy only. Systemic oxytetracycline, in combination with intramammary dry cow treatment, did not improve the rate of cure for S. aureus mastitis.

"
